id,title,company,location,date_posted,job_type,interval,min_amount,max_amount,currency,is_remote,company_industry,city,seniority,year_exp,education,description
1823,Data Scientist,BNP Paribas,Madrid,2026-03-18,part-time,yearly,62951,80008,USD,False,Industrial,Berlin,senior,4,master,"We are looking for a senior Data Scientist at BNP Paribas (Madrid). Design and implement machine learning pipelines to solve complex business problems. Perform exploratory data analysis, feature engineering, and model evaluation. Present results to stakeholders and drive data-informed decision making."
1824,Data Engineer,Google,New York,2025-04-27,full-time,yearly,96926,142513,EUR,True,Finance,London,lead,0,master,"Lead a high-impact team at Google in New York. Build and maintain scalable data pipelines to collect, transform, and store large volumes of data. Design data warehouse schemas and optimize query performance for analytical workloads. Collaborate with data scientists and analysts to ensure reliable data availability."
1825,Data Engineer,Amazon,Paris,2026-02-11,internship,yearly,63359,98042,USD,True,Finance,Madrid,senior,3,bachelor,"We are looking for a senior Data Engineer at Amazon (Paris). Develop ETL workflows using modern orchestration tools such as Airflow or dbt. Maintain cloud-based data infrastructure on AWS, GCP, or Azure. Ensure data reliability, lineage, and governance across the organization."
1826,Data Engineer,Google,Berlin,2026-03-18,internship,yearly,113606,146662,GBP,True,Industrial,Paris,lead,9,master,"Lead a high-impact team at Google in Berlin. Architect and implement real-time and batch data processing systems at scale. Partner with software engineers to integrate data systems into core products. Define best practices for data modeling, testing, and pipeline observability."
1827,Data Engineer,Google,Madrid,2025-12-29,internship,yearly,94164,150719,GBP,False,Consulting,Madrid,lead,2,bachelor,"Lead a high-impact team at Google in Madrid. Architect and implement real-time and batch data processing systems at scale. Partner with software engineers to integrate data systems into core products. Define best practices for data modeling, testing, and pipeline observability."
1828,Data Scientist,BNP Paribas,Berlin,2025-07-17,internship,yearly,38901,55059,GBP,False,Finance,Paris,junior,3,master,"Join BNP Paribas in Berlin as a junior team member. Design and implement machine learning pipelines to solve complex business problems. Perform exploratory data analysis, feature engineering, and model evaluation. Present results to stakeholders and drive data-informed decision making."
1829,ML Engineer,BNP Paribas,Madrid,2025-11-25,part-time,yearly,32733,45186,GBP,True,Tech,New York,junior,4,bachelor,"Join BNP Paribas in Madrid as a junior team member. Train, evaluate, and deploy machine learning models in scalable production environments. Build ML infrastructure including feature stores, model registries, and serving APIs. Work closely with researchers to bridge the gap between experimentation and deployment."
1830,Data Engineer,Google,Berlin,2025-09-29,internship,yearly,97203,122784,EUR,False,Finance,Paris,lead,1,bachelor,"Lead a high-impact team at Google in Berlin. Develop ETL workflows using modern orchestration tools such as Airflow or dbt. Maintain cloud-based data infrastructure on AWS, GCP, or Azure. Ensure data reliability, lineage, and governance across the organization."
1831,ML Engineer,Google,Madrid,2025-07-21,internship,yearly,38566,52430,EUR,True,Industrial,London,junior,5,phd,Join Google in Madrid as a junior team member. Develop end-to-end machine learning systems from data ingestion to model serving. Optimize model latency and throughput to meet production SLA requirements. Implement CI/CD pipelines for automated model training and deployment.
1832,ML Engineer,Airbus,New York,2026-03-06,part-time,yearly,91148,138248,EUR,True,Consulting,New York,lead,1,master,"Lead a high-impact team at Airbus in New York. Train, evaluate, and deploy machine learning models in scalable production environments. Build ML infrastructure including feature stores, model registries, and serving APIs. Work closely with researchers to bridge the gap between experimentation and deployment."
1833,AI Researcher,BNP Paribas,London,2025-09-15,full-time,yearly,984,2214,GBP,False,Industrial,New York,intern,2,bachelor,"As an intern at BNP Paribas in London, you will Lead research projects on foundational AI topics aligned with long-term product goals. Mentor junior researchers and foster a culture of intellectual curiosity. Engage with external academic partners and represent the company at conferences."
1834,AI Researcher,Google,Paris,2025-11-08,part-time,yearly,77789,92251,USD,True,Tech,Madrid,senior,9,unknown,"We are looking for a senior AI Researcher at Google (Paris). Conduct original research on deep learning, NLP, or computer vision to advance the state of the art. Publish findings in top-tier academic venues and open-source key contributions. Collaborate with applied teams to transfer research breakthroughs into real products."
1835,Data Engineer,Google,Paris,2026-03-02,full-time,yearly,67916,101761,GBP,False,Finance,Madrid,senior,9,unknown,"We are looking for a senior Data Engineer at Google (Paris). Develop ETL workflows using modern orchestration tools such as Airflow or dbt. Maintain cloud-based data infrastructure on AWS, GCP, or Azure. Ensure data reliability, lineage, and governance across the organization."
1836,Data Scientist,Amazon,Paris,2025-08-29,part-time,yearly,31294,56500,USD,True,Consulting,London,junior,1,phd,"Join Amazon in Paris as a junior team member. Design and implement machine learning pipelines to solve complex business problems. Perform exploratory data analysis, feature engineering, and model evaluation. Present results to stakeholders and drive data-informed decision making."
1837,ML Engineer,Google,London,2026-04-04,part-time,yearly,35186,59527,USD,True,Consulting,Madrid,junior,11,phd,Join Google in London as a junior team member. Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems.
1838,Data Engineer,BNP Paribas,Paris,2025-07-31,part-time,yearly,79291,84419,GBP,False,Consulting,Paris,senior,5,unknown,"We are looking for a senior Data Engineer at BNP Paribas (Paris). Architect and implement real-time and batch data processing systems at scale. Partner with software engineers to integrate data systems into core products. Define best practices for data modeling, testing, and pipeline observability."
1839,Data Engineer,BNP Paribas,New York,2026-03-13,internship,yearly,78894,91785,USD,False,Tech,London,senior,3,bachelor,"We are looking for a senior Data Engineer at BNP Paribas (New York). Architect and implement real-time and batch data processing systems at scale. Partner with software engineers to integrate data systems into core products. Define best practices for data modeling, testing, and pipeline observability."
1840,ML Engineer,Amazon,London,2026-04-07,full-time,yearly,115601,123536,USD,False,Finance,Berlin,lead,9,bachelor,"Lead a high-impact team at Amazon in London. Train, evaluate, and deploy machine learning models in scalable production environments. Build ML infrastructure including feature stores, model registries, and serving APIs. Work closely with researchers to bridge the gap between experimentation and deployment."
1841,Data Engineer,Airbus,London,2025-07-24,part-time,yearly,39057,52095,EUR,False,Consulting,Berlin,junior,2,bachelor,"Join Airbus in London as a junior team member. Build and maintain scalable data pipelines to collect, transform, and store large volumes of data. Design data warehouse schemas and optimize query performance for analytical workloads. Collaborate with data scientists and analysts to ensure reliable data availability."
